Undecided,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church
0,39,0,1,0,2,26.0,8,1
1,51,1,1,0,2,46.0,20,0
0,38,1,1,1,3,160.0,18,1
0,41,1,1,1,3,28.0,12,1
0,45,1,0,1,6,146.0,12,1
1,42,1,0,1,3,112.0,15,0
0,58,1,1,1,3,14.5,20,1
1,66,1,1,1,2,187.0,20,0
1,33,1,1,1,4,142.0,15,0
1,36,1,0,1,3,165.0,15,0
1,52,1,1,1,2,39.0,16,1
1,32,1,1,0,3,60.0,18,0
1,32,1,1,0,5,121.0,15,0
0,48,1,1,1,5,193.0,20,1
0,55,1,0,0,1,10.0,8,0
1,42,1,1,1,2,95.0,18,0
0,56,0,0,1,2,25.0,8,0
1,51,1,1,1,2,15.0,16,0
0,36,1,1,0,3,63.5,9,0
0,46,1,0,0,5,8.0,8,0
0,44,1,1,1,4,380.0,18,0
1,33,1,1,1,2,80.0,15,0
0,37,1,1,1,3,72.0,18,1
0,30,0,1,1,2,27.0,9,0
1,42,1,0,0,2,52.0,15,1
1,45,1,1,1,3,143.0,13,1
0,60,1,1,1,7,211.0,16,0
1,49,1,1,1,5,69.0,20,0
0,53,0,0,0,1,84.0,20,1
0,57,1,1,1,3,547.0,20,1
0,34,0,0,0,1,82.5,8,0
0,46,1,1,0,1,156.0,20,1
0,62,1,1,0,1,134.0,20,1
0,34,0,1,1,3,11.0,8,0
1,44,1,1,0,5,42.0,13,1
0,30,1,1,1,6,257.0,8,0
0,31,1,1,0,4,53.0,8,1
0,46,1,1,1,4,111.0,18,1
1,40,1,0,1,4,129.0,15,1
0,43,1,1,1,2,27.0,18,1
1,50,1,1,1,4,111.0,20,0
0,60,1,0,1,5,31.0,20,1
0,56,0,1,1,3,37.0,8,0
0,43,1,1,1,5,115.0,12,1
1,50,0,1,1,4,106.0,20,0
0,50,0,1,1,2,99.0,18,1
1,46,1,1,0,1,69.0,20,0
0,43,1,1,1,4,162.0,18,1
0,49,1,1,1,3,220.0,12,1
1,62,1,1,1,5,162.0,13,1
1,50,1,1,1,3,36.0,20,0
0,47,1,0,1,3,44.0,18,1
0,42,1,1,1,5,80.0,18,1
0,42,1,1,1,5,174.0,12,1
0,58,0,1,0,2,36.0,8,1
0,41,1,0,1,4,104.0,20,0
1,36,1,1,1,4,137.0,15,1
0,51,1,0,0,1,91.5,20,0
0,54,1,1,1,6,148.0,9,1
0,45,1,1,1,4,102.0,18,1
1,57,1,1,0,1,83.0,20,0
1,68,1,1,1,6,106.0,20,0
0,41,1,0,1,2,34.0,8,1
1,46,1,1,0,2,72.0,20,0
1,43,1,1,1,5,118.0,15,1
0,49,1,1,1,3,549.0,20,1
0,42,1,1,1,4,154.0,12,1
0,63,0,1,1,4,162.0,8,1
0,64,1,1,0,3,30.0,20,1
0,51,0,1,0,2,61.5,20,1
1,55,1,1,1,6,107.0,18,0
0,75,1,1,1,2,147.0,20,1
0,38,1,1,1,4,265.0,15,1
0,38,1,1,1,4,127.0,18,1
0,50,1,1,1,5,94.0,8,1
1,30,1,1,1,4,161.0,15,0
0,32,1,0,1,6,286.0,15,0
0,44,1,0,1,3,19.0,18,0
1,47,1,1,1,3,97.0,18,1
0,48,1,1,1,2,124.0,20,1
0,37,1,1,1,4,7.0,9,0
1,54,1,1,1,6,74.0,13,1
0,46,1,1,1,3,72.0,12,1
0,39,1,1,0,1,130.0,18,1
1,32,1,1,0,4,15.0,15,1
0,49,0,1,1,2,16.0,8,0
0,49,1,1,1,3,64.0,20,1
0,29,1,1,1,2,248.0,18,1
1,54,1,0,0,5,59.0,13,0
1,44,1,1,1,2,81.0,15,0
0,38,1,1,1,4,49.0,12,0
1,43,1,1,0,1,36.0,10,1
1,48,1,1,1,3,103.0,18,1
0,58,0,1,1,2,411.0,8,0
1,43,1,1,1,3,153.0,15,1
0,44,1,1,1,4,5.0,8,1
0,45,1,1,1,2,152.0,20,1
0,34,1,0,1,3,108.0,12,0
0,53,1,1,1,4,47.0,8,0
1,33,1,1,1,5,150.0,15,0
1,39,1,1,1,4,31.0,15,1
1,32,1,1,1,5,120.0,15,1
0,49,0,1,1,3,123.0,20,1
0,45,1,1,0,1,462.0,15,0
0,30,1,0,1,2,50.0,8,1
0,55,1,1,1,4,13.0,20,1
0,42,0,1,1,7,124.0,8,1
0,57,1,0,0,1,83.0,20,0
1,65,1,1,1,3,150.0,16,1
1,66,1,1,1,3,8.0,20,0
0,45,0,0,1,2,36.0,10,1
0,35,1,0,1,5,436.0,15,0
1,49,1,1,1,3,55.0,20,0
1,49,1,1,1,4,96.0,15,1
0,74,0,0,1,2,68.0,20,0
0,47,1,1,1,2,184.0,15,1
0,42,1,1,1,4,241.0,18,1
0,60,1,1,1,3,67.0,20,1
0,50,1,1,0,4,179.0,9,0
0,58,1,1,1,5,136.0,8,1
1,38,1,1,1,3,55.0,18,0
1,52,0,1,1,3,158.0,15,1
0,51,1,0,0,1,61.5,9,1
1,40,1,1,0,1,68.0,18,0
0,57,0,1,1,6,84.0,20,1
0,48,1,0,1,3,76.0,20,1
0,48,1,0,1,3,110.0,20,1
1,48,1,1,0,1,38.0,18,0
0,60,1,0,0,4,70.0,20,0
1,46,1,1,1,2,95.0,20,0
0,45,1,1,1,3,59.0,18,1
1,47,1,1,0,1,49.0,18,0
1,44,1,0,1,7,154.0,15,1
0,58,1,0,1,3,37.0,8,1
1,37,1,1,1,4,46.0,18,0
0,49,1,0,1,2,127.0,8,1
0,49,1,0,1,5,99.0,18,1
1,32,1,1,1,6,97.0,15,0
1,46,1,1,1,3,48.0,15,1
0,58,1,1,1,3,66.5,8,0
0,43,1,0,1,3,14.0,20,0
1,57,1,1,1,6,173.0,16,0
1,37,1,1,1,7,23.0,18,0
1,60,1,1,0,6,14.0,16,1
0,45,1,1,1,4,269.0,20,0
1,55,1,1,0,5,117.0,13,1
0,49,1,1,1,5,127.0,12,1
0,39,1,1,1,4,267.0,15,0
0,55,1,1,1,2,125.0,18,1
0,51,1,1,0,1,200.0,20,1
0,36,1,1,1,5,262.0,18,1
1,41,1,1,1,2,166.0,18,0
1,48,1,1,1,4,172.0,20,0
1,50,1,1,1,3,132.0,15,0
1,38,1,1,1,4,52.0,15,0
0,46,1,0,1,2,104.5,18,1
1,49,1,1,1,2,199.0,18,0
0,33,1,1,1,7,117.0,12,0
0,62,1,1,0,2,21.0,8,0
0,74,0,1,1,2,130.0,10,1
0,49,1,1,0,4,139.0,20,1
1,67,0,1,1,5,129.0,8,0
0,35,1,1,1,5,128.0,18,1
1,57,1,1,1,3,141.0,20,0
1,40,1,1,1,4,23.0,15,0
1,52,1,1,1,2,159.5,18,0
1,62,1,1,1,4,116.0,20,0
0,53,1,1,1,5,28.0,20,1
0,28,0,1,1,5,174.0,12,0
0,46,1,1,1,2,113.0,20,1
0,47,0,1,1,3,83.0,8,0
1,44,1,0,1,3,148.0,15,1
0,65,1,0,1,5,332.0,20,1
0,58,1,1,1,3,204.0,18,1
1,47,1,1,1,3,121.0,20,0
0,54,0,1,0,1,36.0,10,0
1,49,0,1,1,3,172.0,18,0
0,58,0,0,1,2,25.0,8,1
1,60,1,1,1,2,40.0,20,0
0,62,1,1,1,5,66.0,8,0
0,50,1,0,1,4,143.0,18,0
0,50,1,1,0,1,54.0,8,0
0,43,1,0,0,3,58.0,18,1
1,51,1,0,1,7,73.0,13,1
0,43,1,0,1,5,96.0,12,1
1,35,0,0,0,1,87.0,15,1
0,36,1,1,0,4,99.0,12,0
1,56,1,0,1,4,149.0,13,0
0,48,0,1,1,2,172.0,20,1
0,39,1,0,1,3,238.0,15,1
0,51,1,1,1,5,90.0,18,1
0,34,1,0,1,4,192.0,15,1
1,52,1,1,0,2,119.5,18,0
1,41,1,1,1,3,32.0,18,0
1,40,1,1,1,4,54.0,18,0
1,45,1,1,1,3,62.0,15,0
0,58,1,0,0,2,26.0,8,0
1,43,1,1,1,4,31.0,13,1
0,49,1,1,0,1,68.0,20,1
1,54,1,1,0,1,65.0,13,0
0,36,1,0,1,4,84.0,18,1
1,33,1,1,1,2,105.0,18,0
0,56,1,1,1,5,83.0,9,0
0,53,1,0,1,4,60.0,20,0
1,40,1,1,1,2,22.0,16,0
0,33,1,0,1,5,361.0,15,0
0,55,1,1,1,3,68.0,20,1
0,39,1,1,1,2,382.0,15,0
0,51,1,0,1,5,11.0,9,0
0,31,1,0,0,3,12.5,8,1
0,48,1,1,1,3,84.0,9,0
1,45,1,1,1,4,122.0,18,0
0,43,0,1,0,6,126.0,8,0
1,39,1,1,1,3,116.0,18,0
1,37,1,1,1,3,138.0,18,0
0,29,1,1,1,5,280.0,15,1
1,34,1,1,1,4,214.0,18,0
0,29,1,1,1,3,211.0,15,0
1,33,1,1,1,3,144.0,15,1
1,54,1,1,0,4,121.0,18,0
0,44,1,1,0,4,51.0,12,1
1,41,1,1,1,3,105.0,15,0
0,29,1,1,1,3,76.0,12,0
0,66,1,0,1,2,68.5,20,1
0,44,0,1,1,3,40.0,8,0
0,64,1,1,1,5,159.0,8,0
0,74,1,1,1,3,19.0,20,1
0,47,1,0,0,1,69.5,20,0
1,67,1,1,1,4,115.0,20,0
0,38,1,1,1,3,12.0,18,1
1,35,1,1,0,1,109.0,15,0
0,35,1,1,1,4,204.0,15,1
1,45,1,1,1,3,39.0,15,0
1,40,1,1,1,2,43.0,15,1
0,52,1,1,1,2,87.5,20,1
1,40,1,1,1,7,105.0,12,1
0,39,1,1,0,1,6.0,8,1
1,44,1,1,1,4,118.0,15,0
1,71,0,1,0,2,118.0,13,1
0,50,1,1,1,3,21.0,9,1
1,56,1,1,0,3,45.0,15,0
0,57,0,0,1,4,125.0,8,1
1,68,1,0,1,4,81.0,16,1
1,49,1,1,1,3,148.0,15,1
1,50,1,1,1,2,62.0,15,1
1,41,1,1,1,2,55.0,18,0
0,48,1,0,0,1,191.0,18,1
0,44,1,1,1,3,63.0,18,1
1,55,1,1,1,6,72.0,13,0
0,70,1,0,0,1,8.0,20,1
1,53,1,0,1,3,134.0,15,1
1,74,1,1,0,1,96.0,20,0
1,56,1,1,1,5,72.0,18,0
1,56,1,1,1,3,103.0,20,0
0,53,1,0,1,6,29.0,10,1
0,45,0,1,0,1,116.0,12,1
0,30,1,0,0,2,144.0,18,1
0,32,1,1,1,5,226.0,8,0
1,62,1,1,1,3,76.0,20,0
1,48,1,1,1,4,137.0,15,1
0,44,1,1,1,6,83.0,20,1
1,34,1,1,1,3,168.0,15,0
1,41,1,1,1,4,109.0,20,0
0,45,1,0,1,2,126.5,8,0
0,34,1,0,1,6,74.0,18,0
0,38,1,1,0,1,187.0,15,0
1,44,1,1,1,7,22.0,13,1
0,62,1,1,0,2,7.0,10,0
1,44,1,1,1,2,126.0,18,0
1,53,1,1,1,5,12.0,18,0
0,55,1,1,1,5,11.5,8,0
1,31,1,1,1,3,108.0,18,0
1,41,1,1,1,3,155.0,15,0
0,46,1,1,1,3,183.0,20,1
0,40,1,1,1,2,253.0,20,1
0,57,1,1,1,5,100.0,10,0
1,48,1,1,1,2,87.0,20,0
0,67,1,0,1,3,138.0,20,1
0,65,0,1,1,2,38.0,8,1
0,54,1,1,1,4,188.0,18,1
0,41,1,1,1,5,498.0,16,0
0,60,1,1,0,1,33.0,8,0
1,67,1,1,1,3,55.0,16,1
1,31,1,1,1,4,151.5,15,0
0,35,1,1,1,5,67.0,12,0
0,65,0,0,0,3,7.0,8,1
0,63,1,1,0,1,125.0,8,0
0,62,1,0,1,4,65.0,8,0
1,56,1,1,0,4,42.0,20,0
1,36,1,1,1,5,141.0,15,0
1,38,0,1,1,6,97.0,15,1
1,47,1,0,1,7,136.0,15,1
0,43,1,0,1,4,77.0,12,0
0,59,1,1,0,3,24.0,8,1
0,30,1,1,1,5,89.0,8,1
0,33,1,1,1,5,135.0,12,0
0,33,1,0,1,4,271.0,15,1
0,44,1,1,1,4,186.0,20,1
0,49,1,1,1,7,238.0,15,1
0,48,1,1,1,3,74.0,12,0
1,39,1,1,1,3,87.0,18,0
1,36,0,0,1,6,126.0,15,1
0,43,1,1,1,4,150.0,18,1
0,48,0,1,1,7,36.0,8,1
0,41,1,0,1,6,181.0,12,0
1,37,1,0,1,2,110.0,18,1
1,49,1,0,1,6,93.0,15,1
1,45,1,1,1,7,93.0,15,0
0,54,1,1,1,3,135.0,18,1
0,49,1,1,1,3,198.0,16,0
0,31,1,1,1,5,131.0,18,1
1,53,1,1,1,4,193.0,18,0
0,51,1,1,1,2,111.5,20,1
1,45,1,1,1,6,149.0,15,1
0,42,0,1,0,3,15.0,12,0
0,36,1,1,1,5,106.0,12,0
1,31,1,1,1,7,133.0,15,0
1,47,0,0,1,5,157.0,15,1
1,36,1,1,1,2,59.0,15,0
0,30,1,1,1,4,57.5,9,0
1,56,1,1,1,4,113.0,20,0
1,41,1,1,1,2,105.0,15,1
0,54,1,1,1,2,81.0,20,1
0,58,1,1,0,3,102.0,9,1
0,53,0,1,1,2,105.0,8,1
1,53,1,0,1,3,75.0,16,0
0,42,1,1,1,2,33.0,8,1
1,37,1,1,1,4,112.0,15,0
0,37,1,1,1,4,159.0,12,1
1,66,0,1,1,2,113.0,20,0
0,47,1,1,0,1,53.0,20,1
1,51,1,1,1,5,111.0,20,0
0,38,1,1,1,3,95.0,9,1
1,34,1,1,1,6,99.0,15,0
0,64,0,1,1,2,39.0,10,1
0,52,1,1,1,6,135.0,9,0
0,45,1,1,1,4,186.0,15,0
0,35,1,1,0,4,207.0,8,0
1,62,1,1,1,4,8.0,20,0
0,34,1,1,1,5,168.0,12,1
0,55,1,1,1,2,101.0,20,1
0,55,1,1,1,6,169.0,12,0
1,40,1,1,1,5,123.0,18,0
0,45,0,1,1,5,68.0,8,1
0,31,1,1,1,5,95.0,12,1
1,47,0,1,1,7,75.0,20,0
0,42,1,0,0,1,141.0,20,0
0,35,1,1,1,5,110.0,12,0
0,49,0,1,0,1,136.5,9,0
0,51,1,1,0,1,21.0,20,1
1,40,1,1,1,3,187.0,18,0
1,36,1,1,1,4,150.0,15,1
1,41,1,1,1,5,111.0,15,0
0,59,1,1,1,6,59.0,8,1
1,61,1,0,1,5,27.0,16,1
1,43,1,1,1,5,172.0,15,1
0,53,1,1,1,3,156.0,18,1
0,44,1,1,1,4,274.0,18,0
1,44,1,1,1,5,154.0,15,1
1,60,0,1,1,3,23.0,20,0
1,40,1,1,1,4,141.0,15,1
0,76,1,0,1,3,144.0,20,1
1,42,1,1,1,3,140.0,15,0
0,44,1,1,1,4,36.0,8,1
0,49,1,1,1,3,258.0,20,1
0,37,1,1,1,7,265.0,8,0
0,49,1,0,0,5,4.0,20,1
1,51,1,1,1,2,114.0,18,1
0,36,1,1,1,3,92.0,9,0
1,52,1,1,1,7,126.0,15,1
0,57,1,1,1,5,118.0,20,1
0,38,1,0,1,2,139.0,18,1
1,39,1,1,1,3,151.0,18,0
0,56,1,1,1,2,74.0,20,1
0,35,1,1,0,2,99.0,8,1
0,69,1,0,1,5,93.0,20,0
1,62,1,1,1,3,20.0,16,0
0,38,1,1,1,3,148.0,18,1
0,47,1,1,0,4,26.0,12,0
0,54,1,1,1,3,30.0,8,0
0,47,1,1,1,5,83.0,12,0
0,50,1,1,1,6,233.0,18,1
1,44,1,1,1,6,123.0,15,0
0,28,1,1,0,1,130.5,8,0
0,45,1,0,0,1,199.0,18,0
0,54,1,1,1,3,100.0,9,1
1,49,1,1,1,2,15.0,15,0
0,37,1,0,1,5,127.0,8,0
1,57,1,1,1,5,46.0,20,0
1,44,1,1,1,5,136.0,20,0
1,38,1,0,0,2,102.0,15,1
1,48,1,1,1,5,23.0,15,1
1,49,0,1,1,4,102.0,20,0
0,43,1,0,1,2,61.0,12,0
0,53,1,1,1,2,183.5,8,1
0,53,0,0,0,1,33.0,20,0
1,51,1,1,0,1,104.0,20,0
0,74,0,1,1,2,116.0,20,1
1,60,1,1,0,7,21.0,13,0
1,45,1,1,0,1,5.0,18,1
0,62,1,1,1,5,40.0,8,1
1,44,1,1,1,5,65.5,15,0
1,46,1,1,0,1,47.0,16,1
0,53,0,0,1,4,112.0,20,1
1,44,0,1,1,3,128.0,13,0
1,42,1,0,0,3,68.0,15,1
1,47,1,1,1,2,48.0,20,0
1,63,1,1,1,4,12.0,13,1
0,60,1,1,1,5,80.0,20,1
0,54,1,1,1,3,54.0,20,1
1,30,0,1,0,2,112.5,18,0
0,38,1,0,0,1,20.0,18,0
0,55,1,1,1,5,36.0,8,1
0,55,1,1,1,2,193.0,20,1
1,59,1,1,1,4,100.5,13,1
1,56,1,1,1,3,47.0,18,0
1,55,1,1,0,5,110.0,13,0
1,44,1,1,1,5,42.0,15,0
0,59,1,0,0,1,105.5,10,0
0,31,1,1,1,4,108.0,18,1
1,72,1,1,1,4,9.0,20,0
0,44,1,1,1,3,195.0,15,0
0,58,1,1,1,4,5.0,20,1
1,45,1,1,1,7,147.0,15,0
0,43,1,1,1,5,204.0,15,1
1,30,1,1,1,4,92.0,15,1
1,34,1,1,1,2,147.0,18,0
0,68,1,0,1,2,55.0,8,1
1,62,1,1,1,5,113.5,16,0
0,39,1,0,1,3,56.0,9,0
1,50,1,1,1,6,108.0,16,0
1,41,1,1,1,5,114.0,15,0
0,59,1,1,0,1,171.0,20,1
0,34,1,1,1,5,93.0,18,1
1,29,1,0,1,2,166.0,15,1
0,38,0,0,1,5,183.0,15,0
1,34,1,0,1,4,83.0,15,1
1,31,0,0,1,6,135.0,15,0
1,53,1,1,0,2,52.0,20,0
0,46,1,1,1,2,6.0,20,1
1,43,0,0,0,2,38.5,16,0
0,59,1,1,0,1,114.5,20,1
1,47,1,1,1,2,152.0,15,1
1,40,1,1,0,1,104.0,15,0
1,48,1,1,0,1,69.0,20,0
0,50,1,1,1,5,117.0,18,1
0,45,1,1,1,3,58.0,9,1
1,47,1,1,1,3,50.0,20,0
0,57,1,1,1,2,81.0,20,1
1,59,1,1,1,3,99.0,16,0
0,69,1,0,0,3,33.0,20,1
0,47,0,0,1,2,377.0,15,1
1,50,1,1,0,1,101.0,20,0
0,30,1,1,0,2,118.5,8,0
1,57,1,1,1,3,157.0,20,0
0,49,1,1,1,4,42.0,18,1
1,42,1,1,1,4,104.0,15,0
1,48,1,1,1,6,121.0,15,1
1,41,1,1,1,3,55.0,18,0
0,42,1,1,1,6,175.0,15,0
1,42,1,1,1,3,86.0,18,0
1,38,1,1,1,3,122.0,15,1
1,53,1,1,1,5,139.0,15,0
1,63,1,0,1,5,129.0,13,0
0,34,1,1,1,2,151.0,12,0
0,39,1,1,1,2,79.0,18,1
1,64,1,0,0,1,134.0,16,1
0,43,1,1,0,1,65.0,9,1
0,40,0,1,1,2,70.0,8,1
0,52,1,1,1,3,89.0,8,1
0,30,1,1,0,4,171.0,12,0
1,57,1,1,1,4,78.0,20,0
1,58,1,1,1,2,82.0,20,0
0,41,1,0,1,2,147.0,18,0
1,47,0,1,0,1,17.0,18,0
0,29,1,1,1,2,59.0,18,1
0,57,1,1,1,2,150.0,18,1
0,59,0,0,0,1,123.5,8,0
0,42,1,0,0,1,31.0,18,1
0,58,0,1,0,1,93.5,8,0
0,29,1,1,1,3,306.0,15,0
1,31,1,1,1,7,160.0,15,1
1,45,1,1,1,5,67.0,15,1
1,48,1,1,1,2,157.0,15,1
1,45,0,1,1,5,74.0,18,1
1,54,1,1,0,1,249.0,18,0
0,36,1,1,1,6,107.0,18,1
0,65,1,1,0,3,19.0,20,1
0,75,1,1,0,1,62.0,20,1
1,60,1,1,0,1,60.0,16,0
0,48,0,0,0,1,124.0,18,0
0,43,1,1,1,4,72.0,18,1
1,40,0,1,1,4,126.0,20,0
0,51,1,1,0,3,59.0,8,1
0,41,1,1,0,1,130.0,20,1
0,53,1,1,0,2,44.0,18,1
0,36,0,1,1,6,42.0,8,1
1,47,1,1,0,1,52.0,15,1
1,32,1,0,1,3,58.0,15,0
1,41,1,1,0,3,60.0,18,0
1,42,1,1,1,3,85.0,15,1
0,38,1,1,0,2,16.0,8,0
0,52,1,0,1,4,4.0,18,0
1,57,1,1,1,3,145.0,15,0
1,45,1,1,1,3,108.0,15,1
0,47,0,1,1,2,67.0,8,0
0,33,1,1,1,3,59.5,8,1
0,51,1,1,1,6,152.0,12,1
0,35,1,1,0,1,92.5,9,1
1,43,1,0,1,6,169.0,15,0
0,46,1,1,1,2,63.0,18,1
0,37,1,1,1,2,147.0,18,1
0,47,1,0,1,4,184.0,18,0
1,58,1,1,1,7,77.0,16,0
1,31,1,1,1,2,142.0,15,0
1,47,1,1,0,1,26.0,15,1
1,44,1,1,1,2,102.0,15,1
0,63,1,1,1,3,283.0,16,1
0,56,1,1,1,3,94.0,9,1
0,50,1,1,1,3,116.0,20,1
1,59,1,1,1,3,71.0,20,0
0,34,1,1,1,4,477.0,12,0
0,31,1,1,0,2,117.0,18,1
1,56,1,1,1,2,142.0,13,0
1,50,1,0,1,4,170.0,15,0
0,58,1,0,1,5,130.0,20,1
0,52,0,1,1,3,325.0,18,0
1,35,1,1,0,4,100.0,15,0
0,59,0,1,0,3,25.0,8,0
0,43,1,0,1,4,73.0,18,1
0,36,1,1,1,5,101.0,9,0
1,50,1,1,1,6,94.0,16,1
0,48,1,0,1,4,93.0,20,0
1,38,1,0,1,3,61.0,15,0
1,75,0,0,0,6,58.5,16,0
0,50,1,1,1,3,81.5,10,1
0,73,1,0,0,4,64.0,20,1
1,46,0,0,1,3,172.0,15,0
0,67,1,0,1,2,24.0,20,1
0,38,1,1,1,5,95.0,8,1
1,49,1,0,0,1,66.0,16,0
0,51,1,1,1,4,53.0,18,1
0,67,1,1,0,1,100.0,20,1
1,46,1,1,1,5,83.0,15,0
0,32,1,1,1,5,66.0,12,1
0,53,1,1,1,3,132.0,20,1
0,37,1,0,1,2,131.0,18,1
1,44,1,1,1,5,108.5,16,1
1,58,1,1,1,3,76.0,18,0
0,43,0,1,0,1,107.0,18,1
1,52,1,1,0,1,40.0,13,1
1,70,1,1,1,4,87.0,20,0
0,47,1,1,1,5,76.0,12,0
0,37,1,1,1,5,217.0,15,0
0,41,0,0,1,2,122.0,18,1
0,43,1,1,0,4,52.0,8,1
0,55,1,1,1,4,49.0,8,0
0,59,0,1,0,1,223.0,10,0
1,51,1,0,1,4,38.0,13,0
0,33,1,0,1,7,154.0,18,1
0,53,1,1,0,2,47.0,18,1
0,56,1,1,1,2,114.0,9,0
0,63,1,1,1,2,141.0,20,1
1,42,1,1,1,7,129.0,15,1
0,44,1,0,1,5,104.0,18,0
0,48,1,1,1,5,103.0,18,1
0,34,1,0,1,2,126.0,8,0
0,46,1,0,0,3,127.0,18,1
1,55,1,1,1,5,209.0,20,0
1,51,1,1,1,3,133.0,20,0
1,50,1,1,1,4,101.0,18,0
0,60,1,0,0,1,55.0,20,0
0,49,1,0,1,5,158.0,18,1
0,50,1,0,1,3,115.0,8,0
0,51,1,1,1,2,36.0,20,1
1,44,1,1,1,2,131.0,20,0
0,78,1,1,0,1,17.0,8,0
1,50,1,1,0,4,25.0,18,0
0,43,0,1,1,4,87.0,20,1
1,43,1,1,1,3,53.0,15,0
1,66,1,1,1,4,53.0,16,0
0,34,1,1,1,2,146.0,8,1
0,58,0,1,1,2,50.0,8,1
1,33,1,1,1,5,46.5,15,1
1,44,0,1,1,4,26.0,15,1
0,37,1,1,1,4,240.0,8,1
1,60,1,1,0,1,168.0,20,0
1,47,0,1,0,4,63.0,15,1
1,60,1,0,1,6,165.0,16,1
0,60,1,1,1,2,191.0,13,1
0,51,1,1,1,5,75.0,12,1
0,57,1,0,1,2,246.0,8,1
1,45,1,1,1,4,61.0,15,1
0,53,1,1,0,2,33.0,9,0
0,44,1,1,1,4,513.0,15,0
0,36,1,1,1,6,201.0,15,0
0,51,1,0,1,3,230.0,20,1
0,43,0,0,0,2,21.0,8,1
0,43,1,1,1,4,109.0,18,1
0,60,1,1,1,2,139.0,20,1
0,73,1,0,1,5,167.0,20,1
1,48,1,0,0,3,122.0,16,0
0,41,1,1,1,5,155.0,20,1
0,50,1,0,1,2,81.0,8,0
1,58,1,1,0,1,77.0,13,1
0,46,1,1,1,6,78.0,20,1
1,46,1,1,1,4,95.5,18,0
1,56,1,1,1,4,178.0,20,0
0,38,1,1,0,3,119.0,18,1
1,42,1,0,1,3,168.5,15,1
1,56,1,1,1,2,29.0,18,0
0,47,1,1,0,1,98.0,18,1
0,68,1,1,1,4,41.0,20,1
0,46,1,1,1,3,159.0,20,1
1,43,1,0,1,3,86.0,15,0
0,49,0,1,0,4,47.0,8,1
1,36,1,1,0,1,46.0,15,0
0,43,1,0,1,3,24.0,18,0
1,53,1,0,1,2,89.5,13,0
0,53,0,1,0,3,59.5,8,1
1,50,0,1,1,2,110.0,20,0
0,57,1,1,1,2,199.0,20,1
1,56,1,1,1,4,5.0,18,0
0,48,1,1,1,2,29.0,9,0
0,58,1,1,0,1,140.0,8,1
1,48,1,1,0,1,127.0,18,0
0,43,1,0,1,3,71.0,18,1
0,40,0,1,0,4,32.0,8,0
1,46,1,0,1,4,93.0,15,1
1,70,1,0,0,3,61.0,13,0
0,50,1,1,1,5,82.0,12,1
0,46,1,1,0,1,200.0,15,1
0,68,1,0,0,1,15.0,20,0
0,44,1,0,1,5,179.0,12,0
1,33,0,0,1,5,84.5,15,0
0,37,1,1,0,1,119.0,18,1
0,44,1,0,1,3,151.0,18,1
0,35,1,1,0,3,9.0,12,1
1,65,1,1,1,2,33.0,20,0
0,55,0,1,1,3,88.0,18,1
0,51,1,1,1,5,240.0,20,1
0,41,1,1,1,3,105.0,18,1
1,54,1,0,1,5,247.0,13,1
1,53,1,1,1,3,132.0,18,0
0,41,1,1,1,4,104.5,18,1
1,40,0,1,0,1,52.0,15,0
1,60,1,1,0,5,94.0,20,0
1,48,1,1,1,2,68.5,15,0
0,31,1,1,1,2,312.0,18,0
1,49,1,1,1,7,136.0,15,1
0,75,1,0,0,2,90.5,10,1
0,31,1,1,0,1,79.0,18,1
1,66,1,1,0,1,43.0,20,0
0,56,1,1,1,3,132.0,12,1
0,48,1,0,1,5,235.0,12,1
0,33,1,1,1,3,252.0,15,1
0,44,1,1,1,2,210.0,13,0
0,41,1,1,1,4,118.0,8,1
0,59,1,1,1,3,45.5,10,1
0,50,0,1,0,4,128.0,18,1
0,54,1,0,0,1,85.0,20,1
1,42,1,1,1,2,82.0,13,1
0,55,1,1,0,2,56.0,8,1
0,64,1,1,1,2,27.0,8,1
1,56,1,1,1,3,132.0,13,0
0,51,0,1,1,4,113.0,8,1
1,41,1,1,1,3,140.0,15,1
0,38,1,1,1,3,218.0,15,1
0,35,1,1,0,1,61.0,8,1
0,35,1,1,0,1,57.5,8,1
1,69,1,1,0,4,75.0,20,0
1,48,1,1,0,1,57.0,18,0
0,56,0,1,0,1,58.5,10,1
0,40,1,1,0,2,24.0,8,0
1,46,1,0,1,5,89.0,15,1
1,54,1,1,1,2,107.0,18,1
1,43,1,0,1,4,105.0,15,1
0,60,1,1,0,2,80.0,20,1
1,50,1,1,1,2,150.0,18,0
1,50,1,1,1,3,78.0,15,0
0,49,1,0,1,2,130.0,18,1
0,39,1,1,1,3,62.0,9,0
0,33,1,0,0,1,125.0,18,1
0,39,1,1,1,3,97.0,12,1
1,60,1,1,1,5,116.0,20,0
1,43,1,1,0,1,124.0,18,0
1,37,1,1,1,2,20.0,18,0
0,54,0,0,0,3,17.0,8,0
0,57,1,1,1,2,380.0,10,0
1,45,1,1,0,1,23.0,18,0
1,59,1,1,0,2,119.0,20,0
1,62,1,1,0,2,60.0,16,1
1,37,1,1,1,3,119.0,15,1
1,52,1,1,1,3,107.0,15,1
0,44,1,1,1,5,143.0,18,1
0,41,0,1,1,4,119.0,18,1
0,43,1,0,0,2,212.0,18,1
0,56,1,0,0,2,30.0,18,1
